title,magnitude,date_time,cdi,mmi,alert,expected_alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country,year,month,earthquake_intensity_category,alert_color,refined_alert
"M 6.6 - 17 km SSW of Ishikawa, Japan",0.038461538,4/11/2011 8:16,0.777777778,0.714285714,green,green,0,0.076106195,us,0.638344227,0.0,0,mww,0.010200867,37.001,140.401,Ishikawa,Japan,2011,4,Very Light,green,green
"M 7.1 - 29 km ESE of Ishinomaki, Japan",0.230769231,4/7/2011 14:32,0.888888889,0.857142857,green,green,0,0.205309735,us,0.48583878,0.0,0,mww,0.05670482,38.276,141.588,Ishinomaki,Japan,2011,4,Very Light,green,green
"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",0.038461538,4/7/2011 13:11,0.777777778,0.571428571,green,green,0,0.109292035,us,0.564270153,0.0,0,mww,0.243020657,17.208,-94.338,Helio García Alfaro,Mexico,2011,4,Very Light,green,green
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,3/24/2011 13:55,7.0,9.0,green,red,0,1154.0,us,335.0,0.0,1,mww,8.0,20.687,99.822,"Tachilek, Myanmar",Myanmar,2011,3,Severe,red,red
"M 6.6 - 50 km ESE of Tōhoku, Japan",0.038461538,3/11/2011 11:36,0.666666667,0.428571429,green,green,0,0.010176991,us,0.727668845,0.0,0,ms,0.032252741,39.241,142.463,Tōhoku,Japan,2011,3,Very Light,green,green
"M 6.5 - 81 km NE of Hasaki, Japan",0.0,3/11/2011 8:19,0.0,0.285714286,green,green,0,0.0,us,0.401960784,0.0,0,mb,0.003900332,36.166,141.562,Hasaki,Japan,2011,3,Very Light,green,green
"M 7.7 - 272 km ESE of Kamaishi, Japan",0.461538462,3/11/2011 6:25,0.777777778,0.285714286,green,green,0,0.124336283,us,0.552287582,0.0,0,mwc,0.021601836,38.058,144.59,Kamaishi,Japan,2011,3,Very Light,green,green
"M 7.9 - 47 km E of Arai, Japan",0.538461538,3/11/2011 6:15,0.888888889,0.714285714,green,green,0,0.216814159,us,0.177559913,0.0,0,mwc,0.057604896,36.281,141.111,Arai,Japan,2011,3,Very Light,green,green
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",1.0,3/11/2011 5:46,1.0,0.857142857,green,green,0,0.678761062,official,0.589324619,0.0,0,mww,0.037203162,38.297,142.373,2011 Great Tohoku Earthquake,Japan,2011,3,Very Light,green,green
"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,3/9/2011 22:55,7.0,5.0,green,green,0,761.0,us,406.0,0.0,0,mww,185.1,-20.671,169.716,"Isangel, Vanuatu",Indonesia,2011,3,Severe,green,green
"M 7.3 - 120 km SE of Ōfunato, Japan",0.307692308,3/9/2011 2:45,0.555555556,0.428571429,green,green,0,0.142477876,us,0.59912854,0.0,0,mww,0.041703545,38.435,142.842,Ōfunato,Japan,2011,3,Very Light,green,green
"M 6.7 - 38 km W of Constitución, Chile",6.7,2/14/2011 3:40,5.0,6.0,orange,orange,0,731.0,us,358.0,0.0,0,mww,21.0,-35.38,-72.834,"Constitución, Chile",Indonesia,2011,2,Moderate,orange,orange
"M 6.9 - 21 km N of Tomé, Chile",0.153846154,2/11/2011 20:05,0.777777778,0.714285714,green,green,0,0.149557522,us,0.416122004,0.0,0,mww,0.03270278,-36.422,-72.96,Tomé,Chile,2011,2,Very Light,green,green
"M 7.2 - 42 km NNW of Carahue, Chile",7.2,2/1/2011 20:20,8.0,7.0,orange,red,0,1054.0,us,397.0,0.0,1,mww,24.0,-38.355,-73.326,"Carahue, Chile",Chile,2011,2,Severe,red,red
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,1/18/2011 20:23,7.0,7.0,green,green,0,1449.0,us,372.0,0.0,0,mww,68.0,28.777,63.951,"Dalbandin, Pakistan",Pakistan,2011,1,Severe,green,green
"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,1/13/2011 16:16,2.0,5.0,green,green,0,755.0,us,578.0,0.0,0,mww,9.0,-20.628,168.471,"Tadine, New Caledonia",Indonesia,2011,1,Moderate,green,green
"M 7.2 - 42 km NNW of Carahue, Chile",0.269230769,1/2/2011 20:20,0.888888889,0.714285714,green,green,0,0.178761062,us,0.432461874,0.0,0,mww,0.029702525,-38.355,-73.326,Carahue,Chile,2011,1,Very Light,green,green
"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,12/25/2010 13:16,0.0,5.0,green,green,0,820.0,us,409.0,0.0,0,mwc,16.0,-19.702,167.947,"Isangel, Vanuatu",Indonesia,2010,12,Moderate,green,green
"M 6.7 - 111 km SE of Bam, Iran",6.7,12/20/2010 18:41,3.0,7.0,green,green,0,708.0,us,279.0,0.0,0,mwc,12.0,28.412,59.18,"Bam, Iran",Iran,2010,12,Severe,green,green
M 7.1 - Ecuador,7.1,12/8/2010 11:54,6.0,5.0,green,green,0,945.0,us,672.0,0.0,0,mwc,206.7,-1.266,-77.306,Ecuador,Ecuador,2010,12,Moderate,green,green
"M 7.5 - Nicobar Islands, India region",7.5,12/6/2010 19:26,6.0,5.0,orange,orange,0,1144.0,us,514.0,0.0,0,mwc,35.0,7.881,91.936,"Nicobar Islands, India region",Indonesia,2010,12,Moderate,orange,orange
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",0.038461538,12/2/2010 3:12,0.0,0.571428571,green,green,0,0.008849558,us,0.333333333,0.0,0,mwb,0.043203672,-6.001,149.977,Kandrian,Papua New Guinea,2010,12,Very Light,green,green
"M 7.0 - 10 km SE of Léogâne, Haiti",7.0,12/1/2010 21:53,9.0,9.0,green,red,0,1623.0,us,500.0,0.0,1,mwc,13.0,18.443,-72.571,"Léogâne, Haiti",Haiti,2010,12,Severe,red,red
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,11/4/2010 9:40,4.0,5.0,green,green,0,740.0,us,399.0,0.0,0,mwc,21.0,-10.878,161.116,"Kirakira, Solomon Islands",Indonesia,2010,11,Moderate,green,green
"M 7.0 - 52 km NW of Santa Cruz, Chile",7.0,11/3/2010 14:55,7.0,7.0,green,green,0,874.0,us,403.0,0.0,0,mwc,18.0,-34.326,-71.799,"Santa Cruz, Chile",Chile,2010,11,Severe,green,green
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,11/3/2010 14:39,7.0,7.0,green,green,0,1280.0,us,415.0,0.0,0,mwc,11.0,-34.29,-71.891,"Santa Cruz, Chile",Chile,2010,11,Severe,green,green
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,10/25/2010 14:42,4.0,7.0,orange,orange,0,946.0,us,379.0,0.0,0,mwc,20.1,-3.487,100.082,"Sungai Penuh, Indonesia",Indonesia,2010,10,Severe,orange,orange
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,10/21/2010 17:53,5.0,5.0,green,green,0,776.0,us,352.0,0.0,0,mwc,13.0,24.696,-109.156,"El Huitusi, Mexico",Indonesia,2010,10,Moderate,green,green
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,10/8/2010 5:23,7.0,7.0,orange,orange,0,850.0,us,405.0,0.0,0,mwc,25.0,-17.541,168.069,"Port-Vila, Vanuatu",Vanuatu,2010,10,Severe,orange,orange
"M 6.5 - 37 km WNW of Ferndale, California",6.5,10/1/2010 0:27,7.0,7.0,orange,orange,0,1360.0,nc,51.0,0.3225,0,mw,28.737,40.652,-124.692,"Ferndale, California",Indonesia,2010,10,Severe,orange,orange
"M 7.0 - Near the south coast of Papua, Indonesia",7.0,9/29/2010 17:11,8.0,5.0,green,red,0,772.0,us,271.0,0.0,1,mwc,26.0,-4.963,133.76,"Papua, Indonesia",Indonesia,2010,9,Severe,red,red
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,9/5/2010 5:59,5.0,6.0,orange,orange,0,918.0,us,611.0,0.0,0,mwc,38.0,3.748,96.018,"Meulaboh, Indonesia",Indonesia,2010,9,Moderate,orange,orange
"M 7.0 - 19 km NE of Methven, New Zealand",0.192307692,9/3/2010 16:35,0.888888889,0.857142857,green,green,0,0.263274336,us,0.397603486,0.0,0,mwc,0.011700995,-43.522,171.83,Methven,New Zealand,2010,9,Very Light,green,green
M 7.1 - Ecuador,0.230769231,8/12/2010 11:54,0.666666667,0.428571429,green,green,0,0.130530973,us,0.732026144,0.0,0,mwc,0.303775821,-1.266,-77.306,Ecuador,,2010,8,Very Light,green,green
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",0.307692308,8/10/2010 5:23,0.777777778,0.714285714,green,green,0,0.088495575,us,0.441176471,0.0,0,mwc,0.031202652,-17.541,168.069,Port-Vila,Vanuatu,2010,8,Very Light,green,green
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",0.192307692,8/4/2010 22:01,0.444444444,0.571428571,green,green,0,0.047345133,us,0.431372549,0.0,0,mww,0.059705075,-5.746,150.765,Kimbe,Papua New Guinea,2010,8,Very Light,green,green
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",0.0,8/4/2010 7:15,0.555555556,0.285714286,green,green,0,0.003982301,us,0.438997821,0.0,0,mwc,0.323727517,-5.486,146.822,Madang,Papua New Guinea,2010,8,Very Light,green,green
"M 7.6 - 61 km W of Bantogon, Philippines",7.6,7/23/2010 22:51,5.0,3.0,green,green,0,902.0,us,340.0,0.0,0,mwc,578.0,6.497,123.48,"Bantogon, Philippines",Philippines,2010,7,Moderate,green,green
"M 7.3 - New Britain region, Papua New Guinea",7.3,7/18/2010 13:34,8.0,7.0,orange,orange,0,831.0,us,397.0,0.0,0,mwc,35.0,-5.931,150.59,"New Britain region, Papua New Guinea",Papua New Guinea,2010,7,Severe,orange,orange
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,7/18/2010 13:04,4.0,7.0,orange,orange,0,737.0,us,456.0,0.0,0,mwc,28.0,-5.966,150.428,"Kimbe, Papua New Guinea",Papua New Guinea,2010,7,Severe,orange,orange
"M 6.6 - 30 km SSE of Cañete, Chile",6.6,7/14/2010 8:32,6.0,7.0,orange,orange,0,753.0,us,295.0,0.0,0,mwc,22.0,-38.067,-73.31,"Cañete, Chile",Chile,2010,7,Severe,orange,orange
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,6/26/2010 5:30,5.0,6.0,orange,orange,0,696.0,us,392.0,0.0,0,mwc,35.0,-10.627,161.447,"Kirakira, Solomon Islands",Solomon Islands,2010,6,Moderate,orange,orange
"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,6/16/2010 3:58,0.0,7.0,green,green,0,670.0,us,309.0,0.0,0,mwc,10.5,-2.329,136.484,"Biak, Indonesia",Indonesia,2010,6,Severe,green,green
"M 7.0 - 121 km SSE of Biak, Indonesia",7.0,6/16/2010 3:16,3.0,7.0,green,green,0,755.0,us,307.0,0.0,0,mwc,18.0,-2.174,136.543,"Biak, Indonesia",Indonesia,2010,6,Severe,green,green
"M 7.5 - Nicobar Islands, India region",0.384615385,6/12/2010 19:26,0.666666667,0.428571429,green,green,0,0.218584071,us,0.559912854,0.0,0,mwc,0.046203927,7.881,91.936,Nicobar Islands,India,2010,6,Very Light,green,green
"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,6/4/2010 22:15,0.0,7.0,orange,orange,0,936.0,us,352.0,0.0,0,mwc,31.0,2.383,97.048,"Sinabang, Indonesia",Indonesia,2010,6,Severe,orange,orange
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,5/27/2010 17:14,5.0,6.0,orange,orange,0,804.0,us,327.0,0.0,0,mwc,31.0,-13.698,166.643,"Sola, Vanuatu",Vanuatu,2010,5,Moderate,orange,orange
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",0.269230769,5/9/2010 5:59,0.555555556,0.571428571,green,green,0,0.118584071,us,0.665577342,0.0,0,mwc,0.05070431,3.748,96.018,Meulaboh,Indonesia,2010,5,Very Light,green,green
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,5/3/2010 16:07,4.0,6.0,orange,orange,0,717.0,us,401.0,0.0,0,mwc,26.0,-3.762,100.991,"Bengkulu, Indonesia",Indonesia,2010,5,Moderate,orange,orange
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,5/3/2010 11:47,7.0,7.0,green,green,0,736.0,us,255.0,0.0,0,mwb,18.0,-36.665,-73.374,"Talcahuano, Chile",Chile,2010,5,Severe,green,green
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,5/1/2010 12:15,3.0,6.0,green,green,0,713.0,us,338.0,0.0,0,mwc,15.4,-9.019,157.551,"Gizo, Solomon Islands",Indonesia,2010,5,Moderate,green,green
"M 6.9 - 233 km NNW of Qamdo, China",6.9,4/13/2010 23:49,6.0,9.0,green,red,0,773.0,us,410.0,0.0,1,mwc,17.0,33.165,96.548,"Qamdo, China",People's Republic of China,2010,4,Severe,red,red
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",0.153846154,4/11/2010 9:40,0.444444444,0.428571429,green,green,0,0.039823009,us,0.434640523,0.0,0,mwc,0.025202142,-10.878,161.116,Kirakira,Solomon Islands,2010,4,Very Light,green,green
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,4/8/2010 22:01,4.0,6.0,orange,orange,0,757.0,us,396.0,0.0,0,mww,44.0,-5.746,150.765,"Kimbe, Papua New Guinea",Papua New Guinea,2010,4,Moderate,orange,orange
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,4/8/2010 7:15,5.0,4.0,green,green,0,659.0,us,403.0,0.0,0,mwc,220.0,-5.486,146.822,"Madang, Papua New Guinea",Papua New Guinea,2010,4,Moderate,green,green
"M 7.8 - 75 km E of Sinabang, Indonesia",0.5,4/6/2010 22:15,0.0,0.714285714,green,green,0,0.126548673,us,0.383442266,0.0,0,mwc,0.040203417,2.383,97.048,Sinabang,Indonesia,2010,4,Very Light,green,green
"M 7.2 - 12km SW of Delta, Baja California, B.C., MX",0.269230769,4/4/2010 22:40,1.0,1.0,red,green,0,1.0,ci,0.010893246,0.04366712,1,mw,0.008681238,32.2862,-115.295,"Delta, Baja California, Baja California",Mexico,2010,4,Very Light,green,green
"M 7.2 - 12km SW of Delta, B.C., MX",7.2,4/4/2010 22:40,9.0,9.0,red,red,0,2910.0,ci,10.0,0.5137,0,mw,9.987,32.2862,-115.295,"Delta, B.C., MX",Mexico,2010,4,Severe,red,red
"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,4/3/2010 14:02,0.0,4.0,green,green,0,650.0,us,426.0,0.0,0,mwb,176.0,-13.571,167.227,"Sola, Vanuatu",Vanuatu,2010,4,Light,green,green
"M 6.6 - 217 km N of Bamboo Flat, India",6.6,3/30/2010 16:54,5.0,6.0,orange,orange,0,701.0,us,413.0,0.0,0,mwc,34.0,13.667,92.831,"Bamboo Flat, India",India,2010,3,Moderate,orange,orange
"M 6.7 - 52 km NNW of Tomé, Chile",6.7,3/16/2010 2:21,5.0,6.0,green,green,0,856.0,us,312.0,0.0,0,mwc,18.0,-36.217,-73.257,"Tomé, Chile",Indonesia,2010,3,Moderate,green,green
"M 6.5 - 59 km ENE of Namie, Japan",6.5,3/14/2010 8:08,6.0,5.0,orange,orange,0,810.0,us,491.0,0.0,0,mwc,32.0,37.745,141.59,"Namie, Japan",Indonesia,2010,3,Moderate,orange,orange
"M 7.0 - 52 km NW of Santa Cruz, Chile",0.192307692,3/11/2010 14:55,0.777777778,0.714285714,green,green,0,0.099115044,us,0.438997821,0.0,0,mwc,0.02070176,-34.326,-71.799,Santa Cruz,Chile,2010,3,Very Light,green,green
"M 6.9 - 61 km NW of Santa Cruz, Chile",0.153846154,3/11/2010 14:39,0.777777778,0.714285714,green,green,0,0.278761062,us,0.452069717,0.0,0,mwc,0.010200867,-34.29,-71.891,Santa Cruz,Chile,2010,3,Very Light,green,green
"M 7.0 - 19 km NE of Methven, New Zealand",7.0,3/9/2010 16:35,8.0,8.0,green,red,0,1245.0,us,365.0,0.0,1,mwc,12.0,-43.522,171.83,"Methven, New Zealand",New Zealand,2010,3,Severe,red,red
"M 6.8 - 141 km W of Bengkulu, Indonesia",0.115384615,3/5/2010 16:07,0.444444444,0.571428571,green,green,0,0.029646018,us,0.436819172,0.0,0,mwc,0.03270278,-3.762,100.991,Bengkulu,Indonesia,2010,3,Very Light,green,green
"M 6.6 - 23 km WNW of Talcahuano, Chile",0.038461538,3/5/2010 11:47,0.777777778,0.714285714,green,green,0,0.038053097,us,0.277777778,0.0,0,mwb,0.02070176,-36.665,-73.374,Talcahuano,Chile,2010,3,Very Light,green,green
"M 6.5 - 48 km NW of Sola, Vanuatu",0.0,3/4/2010 14:02,0.0,0.285714286,green,green,0,0.0,us,0.464052288,0.0,0,mwb,0.257721906,-13.571,167.227,Sola,Vanuatu,2010,3,Very Light,green,green
"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,3/1/2010 22:36,5.0,7.0,green,green,0,780.0,us,377.0,0.0,0,mwc,10.0,-8.783,157.354,"Gizo, Solomon Islands",Solomon Islands,2010,3,Severe,green,green
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,3/1/2010 21:48,5.0,7.0,green,green,0,672.0,us,282.0,0.0,0,mwc,10.0,-8.726,157.487,"Gizo, Solomon Islands",Solomon Islands,2010,3,Severe,green,green
"M 7.4 - 124 km W of Lebu, Chile",7.4,2/27/2010 8:01,0.0,5.0,green,green,0,842.0,us,409.0,0.0,0,mwc,35.0,-37.773,-75.048,"Lebu, Chile",Indonesia,2010,2,Moderate,green,green
"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,2/27/2010 6:34,8.0,8.0,green,red,0,1991.0,official,454.0,0.0,1,mww,22.9,-36.122,-72.898,"Quirihue, Chile",Chile,2010,2,Severe,red,red
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7.0,2/26/2010 20:31,6.0,6.0,orange,orange,0,1180.0,us,487.0,0.0,0,mwc,25.0,25.93,128.425,"Katsuren-haebaru, Japan",Indonesia,2010,2,Moderate,orange,orange
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,2/12/2010 3:12,0.0,6.0,orange,orange,0,670.0,us,306.0,0.0,0,mwb,33.0,-6.001,149.977,"Kandrian, Papua New Guinea",Papua New Guinea,2010,2,Moderate,orange,orange
"M 7.0 - 10 km SE of Léogâne, Haiti",0.192307692,1/12/2010 21:53,1.0,1.0,green,green,0,0.430530973,us,0.544662309,0.0,0,mwc,0.013201122,18.443,-72.571,Léogâne,Haiti,2010,1,Very Light,green,green
"M 6.5 - 37 km WNW of Ferndale, California",0.0,1/10/2010 0:27,0.777777778,0.714285714,green,green,0,0.314159292,nc,0.055555556,0.027414145,0,mw,0.036808629,40.652,-124.692,"Ferndale, Washington",USA,2010,1,Very Light,green,green
"M 6.8 - 127 km SE of Gizo, Solomon Islands",0.115384615,1/5/2010 12:15,0.333333333,0.571428571,green,green,0,0.027876106,us,0.368191721,0.0,0,mwc,0.016801428,-9.019,157.551,Gizo,Solomon Islands,2010,1,Very Light,green,green
"M 7.1 - 94 km SE of Gizo, Solomon Islands",0.230769231,1/3/2010 22:36,0.555555556,0.714285714,green,green,0,0.057522124,us,0.410675381,0.0,0,mwc,0.00870074,-8.783,157.354,Gizo,Solomon Islands,2010,1,Very Light,green,green
"M 6.6 - 98 km SE of Gizo, Solomon Islands",0.038461538,1/3/2010 21:48,0.555555556,0.714285714,green,green,0,0.009734513,us,0.307189542,0.0,0,mwc,0.00870074,-8.726,157.487,Gizo,Solomon Islands,2010,1,Very Light,green,green
"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,12/8/2009 22:48,4.0,5.0,yellow,yellow,0,703.0,us,336.0,0.0,0,mwc,53.0,32.821,140.395,"Tateyama, Japan",Indonesia,2009,12,Moderate,yellow,yellow
"M 6.5 - 92 km N of Iquique, Chile",6.5,11/13/2009 3:05,6.0,7.0,orange,orange,0,698.0,us,390.0,0.0,0,mwc,27.0,-19.394,-70.321,"Iquique, Chile",Chile,2009,11,Severe,orange,orange
"M 7.3 - 77 km ENE of Ba, Fiji",0.307692308,11/9/2009 10:44,0.0,0.285714286,green,green,0,0.075221239,us,0.468409586,0.0,0,mwc,0.886275333,-17.239,178.331,Ba,Fiji,2009,11,Very Light,green,green
"M 6.6 - 29 km NNW of Bima, Indonesia",0.038461538,11/8/2009 19:41,0.777777778,0.571428571,green,green,0,0.011946903,us,0.332244009,0.0,0,mwc,0.02070176,-8.207,118.631,Bima,Indonesia,2009,11,Very Light,green,green
"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,11/2/2009 17:34,3.0,7.0,orange,orange,0,802.0,us,432.0,0.0,0,mwc,20.0,3.886,126.387,"Sarangani, Philippines",Indonesia,2009,11,Severe,orange,orange
"M 6.8 - 98 km NNE of Naze, Japan",6.8,10/30/2009 7:03,0.0,6.0,orange,orange,0,711.0,us,424.0,0.0,0,mwc,34.0,29.218,129.782,"Naze, Japan",Indonesia,2009,10,Moderate,orange,orange
"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,10/24/2009 14:40,4.0,6.0,green,green,0,972.0,us,397.0,0.0,0,mwc,130.0,-6.133,130.385,"Tual, Indonesia",Indonesia,2009,10,Moderate,green,green
"M 7.5 - 266 km N of Bamboo Flat, India",7.5,10/8/2009 19:55,7.0,6.0,orange,orange,0,1248.0,us,303.0,0.0,0,mwc,24.0,14.099,92.902,"Bamboo Flat, India",Indonesia,2009,10,Severe,orange,orange
"M 6.8 - 188 km WNW of Sola, Vanuatu",0.115384615,10/8/2009 8:28,0.0,0.428571429,green,green,0,0.02699115,us,0.189542484,0.0,0,mwc,0.046203927,-13.298,165.91,Sola,Vanuatu,2009,10,Very Light,green,green
"M 7.4 - 143 km NW of Sola, Vanuatu",0.346153846,10/7/2009 23:13,0.0,0.714285714,green,green,0,0.084955752,us,0.34204793,0.0,0,mwc,0.04035343,-13.093,166.497,Sola,Vanuatu,2009,10,Very Light,green,green
"M 7.8 - 196 km NW of Sola, Vanuatu",0.5,10/7/2009 22:18,0.0,0.571428571,green,green,0,0.126548673,us,0.212418301,0.0,0,mwc,0.046203927,-12.517,166.382,Sola,Vanuatu,2009,10,Very Light,green,green
"M 7.7 - 148 km NW of Sola, Vanuatu",0.461538462,10/7/2009 22:03,0.444444444,0.714285714,green,green,0,0.117699115,us,0.308278867,0.0,0,mww,0.061205202,-13.006,166.51,Sola,Vanuatu,2009,10,Very Light,green,green
"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",0.038461538,10/1/2009 1:52,0.777777778,0.714285714,green,green,0,0.060619469,us,0.454248366,0.0,0,mwc,0.007200612,-2.482,101.524,Sungai Penuh,Indonesia,2009,10,Very Light,green,green
"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,9/30/2009 10:16,8.0,8.0,green,green,0,1639.0,us,498.0,0.0,0,mwc,81.0,-0.72,99.867,"Pariaman, Indonesia",Indonesia,2009,9,Severe,green,green
"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,9/29/2009 17:48,7.0,6.0,green,green,0,1055.0,us,520.0,0.0,0,mwc,18.0,-15.489,-172.095,"Matavai, Samoa",Indonesia,2009,9,Severe,green,green
"M 7.3 - 77 km ENE of Ba, Fiji",7.3,9/11/2009 10:44,0.0,4.0,green,green,0,820.0,us,430.0,0.0,0,mwc,595.0,-17.239,178.331,"Ba, Fiji",Fiji,2009,9,Light,green,green
"M 7.1 - 161 km S of Yamada, Japan",7.1,9/8/2009 10:55,5.0,4.0,green,green,0,1005.0,us,447.0,0.0,0,mwc,292.0,33.167,137.944,"Yamada, Japan",Indonesia,2009,9,Moderate,green,green
"M 7.0 - 66 km SSW of Banjar, Indonesia",0.192307692,9/2/2009 7:55,0.777777778,0.714285714,green,green,0,0.232300885,us,0.339869281,0.0,0,mwc,0.06270533,-7.782,107.297,Banjar,Indonesia,2009,9,Very Light,green,green
"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,8/16/2009 7:38,5.0,6.0,orange,orange,0,753.0,us,369.0,0.0,0,mwc,20.0,-1.479,99.49,"Padang, Indonesia",Indonesia,2009,8,Moderate,orange,orange
"M 6.6 - 244 km SSE of Tateyama, Japan",0.038461538,8/12/2009 22:48,0.444444444,0.428571429,green,green,0,0.023451327,us,0.366013072,0.0,0,mwc,0.073206223,32.821,140.395,Tateyama,Japan,2009,8,Very Light,green,green
"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,8/11/2009 19:41,7.0,6.0,green,green,0,677.0,us,305.0,0.0,0,mwc,18.0,-8.207,118.631,"Bima, Indonesia",Indonesia,2009,8,Severe,green,green
"M 7.5 - 266 km N of Bamboo Flat, India",0.384615385,8/10/2009 19:55,0.777777778,0.571428571,green,green,0,0.26460177,us,0.330065359,0.0,0,mwc,0.029702525,14.099,92.902,Bamboo Flat,India,2009,8,Very Light,green,green
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,8/10/2009 8:28,0.0,5.0,green,green,0,711.0,us,174.0,0.0,0,mwc,35.0,-13.298,165.91,"Sola, Vanuatu",Indonesia,2009,8,Moderate,green,green
"M 7.1 - 161 km S of Yamada, Japan",0.230769231,8/9/2009 10:55,0.555555556,0.285714286,green,green,0,0.157079646,us,0.486928105,0.0,0,mwc,0.431736698,33.167,137.944,Yamada,Japan,2009,8,Very Light,green,green
"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",0.153846154,8/3/2009 17:59,0.555555556,0.714285714,green,green,0,0.244247788,us,0.264705882,0.0,0,mwc,0.00870074,29.039,-112.903,Bahía de Kino,Mexico,2009,8,Very Light,green,green
"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,7/15/2009 9:22,6.0,8.0,green,red,0,1165.0,us,434.0,0.0,1,mwc,12.0,-45.762,166.562,"Te Anau, New Zealand",New Zealand,2009,7,Severe,red,red
"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,7/10/2009 23:13,0.0,7.0,orange,orange,0,842.0,us,314.0,0.0,0,mwc,31.1,-13.093,166.497,"Sola, Vanuatu",Vanuatu,2009,7,Severe,orange,orange
"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,7/10/2009 22:18,0.0,6.0,orange,orange,0,936.0,us,195.0,0.0,0,mwc,35.0,-12.517,166.382,"Sola, Vanuatu",Indonesia,2009,7,Moderate,orange,orange
"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,7/10/2009 22:03,4.0,7.0,orange,orange,0,916.0,us,283.0,0.0,0,mww,45.0,-13.006,166.51,"Sola, Vanuatu",Vanuatu,2009,7,Severe,orange,orange
"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,6/23/2009 14:19,5.0,5.0,yellow,yellow,0,693.0,us,269.0,0.0,0,mwc,64.0,-5.157,153.782,"Kokopo, Papua New Guinea",Papua New Guinea,2009,6,Moderate,yellow,yellow
"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,5/28/2009 8:24,7.0,8.0,green,red,0,1560.0,us,464.0,0.0,1,mwc,19.0,16.731,-86.217,"Guanaja, Honduras",Indonesia,2009,5,Severe,red,red
"M 7.6 - 191 km S of ‘Ohonua, Tonga",7.6,3/19/2009 18:17,7.0,5.0,orange,orange,0,916.0,us,504.0,0.0,0,mwc,31.0,-23.043,-174.66,"‘Ohonua, Tonga",Indonesia,2009,3,Severe,orange,orange
"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",6.9,3/8/2009 17:59,5.0,7.0,green,green,0,1202.0,us,243.0,0.0,0,mwc,10.0,29.039,-112.903,"Bahía de Kino, Mexico",Mexico,2009,3,Severe,green,green
